ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,summary,change_reason
300590.SZ,20220127,20211231,预增,71.33,102.28,15500.0,18300.0,预计净利润15500-18300万,1、报告期内，公司持续响应“以国内大循环为主体、国内国际双循环相互促进的新发展格局”的经济战略号召，积极进行市场扩张和应用领域延伸，覆盖了包括车联网、资产追踪和安全、智慧工业、智慧牧场、两轮车、共享出行等多种应用场景。2021年度，公司研发费用同比增长近50%，同时共享出行产品订单规模实现爆发，普通车载系列产品市场进一步开拓，公司销售总收入同比增长约95%，实现销售总收入超9亿元人民币。2、报告期内，由于美元汇率波动，汇兑损失金额650万元左右。同时，由于公司产品大量销往海外，多以外币结算，在人民币升值的情况下，对公司销售收入和毛利率存在一定影响。3、报告期内，受疫情等因素影响，公司采购的部分核心零部件紧缺，引发涨价等变化，对公司毛利率存在一定影响。
300590.SZ,20200410,20200331,略减,-30.0,-20.0,1889.0,2158.0,预计净利润1889-2158万,"新型冠状病毒肺炎疫情影响生产及销售订单延期执行,销售收入同比下降近30%;公司将持续关注海外疫情的发展情况,持续加强与客户的沟通,尽量减少疫情对生产经营的影响.同时,公司将不断加强技术创新和业务拓展,提升公司核心竞争力和抗风险能力,为业务稳健发展提供强有力的支撑与保障.报告期内,预计非经常性损益对净利润的影响金额近600万元,主要为闲置资金理财收益和政府补贴."
300590.SZ,20200122,20191231,略增,28.41,36.44,16000.0,17000.0,预计净利润16000-17000万,"1、报告期内，业绩变动的主要原因：公司积极拓展市场，销售收入同比增长超30%，同时销售费用增长近30%，研发费用增长近20%；2、报告期内，预计非经常性损益对净利润的影响金额2,400万元以上，主要为闲置资金理财收益和政府补贴。3、报告期内，由于美元汇率波动，汇兑收益同比减少近1,400万元。"
300590.SZ,20191014,20190930,略增,18.83,23.68,9800.0,10200.0,预计净利润9800-10200万,"1、报告期内，业绩变动的主要原因：公司积极拓展市场，销售收入同比增长超40%，同时销售费用增加30%以上，研发费用增加近30%；2、报告期内，预计非经常性损益对净利润的影响金额1,700万元以上，主要为闲置资金理财收益和政府补贴。3、报告期内，由于美元汇率波动，汇兑收益同比减少近1,200万元,其中第三季度同比减少近700万元。"
300590.SZ,20190713,20190630,略增,25.0,35.0,6089.0,6576.0,预计净利润6089-6576万,"1、报告期内，业绩变动的主要原因：公司积极拓展市场，销售收入同比增长超40%，同时销售费用增加40%以上，研发费用增加30%以上；2、报告期内，预计非经常性损益对净利润的影响金额1,300万元以上，主要为闲置资金理财收益和政府补贴。"
300590.SZ,20190316,20190331,预增,301.77,331.46,2300.0,2470.0,预计净利润2300-2470万,1、报告期内，业绩变动的主要原因：公司积极拓展市场，销售收入同比增长超80%，同时销售及研发费用增加较快；2、报告期内，预计非经常性损益对净利润的影响金额近400万元，主要为闲置资金理财收益和政府补贴。
300590.SZ,20190126,20181231,略增,25.0,35.0,12117.0,13087.0,预计净利润12117-13087万,"（1）公司积极拓展市场，销售收入同比增长超30%，销售费用同比增长超50%；（2）公司持有美元类资产折算汇兑收益约1,700万元；（3）募投研发项目进展顺利，研发费用同比增长超40%。2.报告期内，预计非经常性损益对净利润的影响金额超1,700万元，主要为闲置资金理财收益和政府补贴。"
300590.SZ,20181013,20180930,略增,27.24,35.33,7710.0,8200.0,预计净利润7710-8200万,"（1）公司持有美元类资产折算汇兑收益超1,600万元；（2）公司积极拓展市场，销售收入同比增长超30%，销售费用同比增长超50%；（3）募投研发项目进展顺利，研发费用同比增长超40%。."
300590.SZ,20180713,20180630,略增,6.31,13.1,4700.0,5000.0,预计净利润4700-5000万,1.报告期内，业绩变动的主要原因如下：（1）公司积极拓展市场，销售收入同比增长超30%，销售费用同比增长超50%；（2）募投研发项目进展顺利，研发费用同比增长超40%；（3）公司持有美元类资产折算汇兑收益超400万元。2.报告期内，预计非经常性损益对净利润的影响金额约为650万元，主要为闲置募集资金理财收益和政府补贴。
300590.SZ,20180410,20180331,预减,-71.07,-59.5,500.0,700.0,预计净利润500-700万,业绩修正的主要原因如下：1.一季度业绩预告较早，部分客户产品报关出口日期延后至4月2日，导致报告期净利润较前次预告减少500万元左右。2.3月份美元汇率走势较预计弱，导致3月汇兑损失较前次预告增加200万元左右。
300590.SZ,20180228,20180331,预减,-39.94,-10.02,1038.0,1555.0,预计净利润1038-1555万,（1）公司积极拓展市场，销售收入同比增长30%以上。（2）募投项目研发费用持续加大；公司动物追踪、追溯、识别业务的新增投入导致公司费用同比增加约50%。（3）年初美元急速贬值，公司持有美元类资产折算汇兑损失较大。2.报告期内，预计非经常性损益对净利润的影响金额约为300万元，主要为闲置募集资金理财收益和政府补贴。
300590.SZ,20180131,20171231,略增,0.0,5.0,9527.0,10000.0,预计净利润9527-10000万,"1.报告期内,业绩变动的主要原因如下:1)销售收入同比增长超过30%,募投项目新产品收入增加,3G/4G产品收入占比约30%.2)IPO募集资金投入的研发项目进展顺利,研发费用同比增长约35%.3)报告期,美元记账汇率贬值幅度较大,公司持有美元类资产折算汇兑损失约1,100万元.2.报告期内,预计非经常性损益对净利润的影响金额为约1,500万元,主要为政府补助及闲置募集资金理财收益."
300590.SZ,20171013,20170930,略增,4.01,6.95,6000.0,6170.0,预计净利润6000-6170万,1、报告期内，公司积极拓展销售业务，销售收入较去年同期增长21%；2、公司加大研发和销售投入，研发费用同比增长30%左右，销售费用同比增长约10%。.
300590.SZ,20170713,20170630,略增,12.26,16.13,4350.0,4500.0,预计净利润4350-4500万,1、报告期内，业绩变动的主要原因为：主营业务产品产销规模同比增长。2、报告期内，预计非经常性损益对净利润的影响金额约为170万元。
300590.SZ,20170408,20170331,略增,11.04,14.96,1700.0,1760.0,预计净利润1700-1760万,1、报告期内业绩变动的主要原因：主营业务产品销售同比增长。2、预计非经常性损益对净利润的影响金额约为6万元。
