analysis_group_id,company,ts_code,symbol,event_date,aligned_trade_date,primary_category,capital_action_subtype,capital_action_subtype_hits,source_type,title,group_titles_sample,car_status,is_ipo_listing_related,is_market_trading_related,car_m1_p1,car_p0_p5,car_p0_p20,actual_mv_return_p0_p5,actual_mv_return_p0_p20,abnormal_mv_impact_yi_p0_p5,abnormal_mv_impact_yi_p0_p20,overlap_event_count_m1_p1,overlap_category_count_m1_p1,overlap_categories_m1_p1,overlap_titles_sample_m1_p1,overlap_event_count_p0_p5,overlap_category_count_p0_p5,overlap_categories_p0_p5,overlap_titles_sample_p0_p5,overlap_event_count_m1_p5,overlap_category_count_m1_p5,overlap_categories_m1_p5,overlap_titles_sample_m1_p5,overlap_event_count_p0_p20,overlap_category_count_p0_p20,overlap_categories_p0_p20,overlap_titles_sample_p0_p20,overlap_event_count_p0_p60,overlap_category_count_p0_p60,overlap_categories_p0_p60,overlap_titles_sample_p0_p60
300638|2021-03-22|资本动作,广和通,300638.SZ,300638,2021-03-22,2021-03-22,资本动作,股权激励/员工持股,股权激励/员工持股,research_report,股权激励再加码，有望开启新一轮成长周期,股权激励再加码，有望开启新一轮成长周期,ok,False,False,0.09686542857142857,0.1319705714285714,0.1430308571428571,0.1119731600342173,0.2103166282305988,15.22467005156384,16.500630281585,3,2,其他|资本动作,广和通2021年股票期权与限制性股票激励计划激励对象名单 || 独立董事关于第二届董事会第二十八次会议相关事项的独立意见 || 事项点评报告：物联网赛道优质标的，股权激励提升未来前景确定性,5,2,其他|资本动作,广和通2021年股票期权与限制性股票激励计划激励对象名单 || 独立董事关于第二届董事会第二十八次会议相关事项的独立意见 || 事项点评报告：物联网赛道优质标的，股权激励提升未来前景确定性,5,2,其他|资本动作,广和通2021年股票期权与限制性股票激励计划激励对象名单 || 独立董事关于第二届董事会第二十八次会议相关事项的独立意见 || 事项点评报告：物联网赛道优质标的，股权激励提升未来前景确定性,22,6,业绩信号|产品/技术创新|其他|政策/行业|资本动作|风险事件,广和通2021年股票期权与限制性股票激励计划激励对象名单 || 独立董事关于第二届董事会第二十八次会议相关事项的独立意见 || 事项点评报告：物联网赛道优质标的，股权激励提升未来前景确定性,48,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,广和通2021年股票期权与限制性股票激励计划激励对象名单 || 独立董事关于第二届董事会第二十八次会议相关事项的独立意见 || 事项点评报告：物联网赛道优质标的，股权激励提升未来前景确定性
300098|2017-04-21|资本动作,高新兴,300098.SZ,300098,2017-04-21,2017-04-21,资本动作,股东增减持/限售流通,股东增减持/限售流通,research_report,年报点评：“产品+系统”双轮驱动，未来物联网业务可期,年报点评：“产品+系统”双轮驱动，未来物联网业务可期,ok,False,False,-0.10046666666666668,-0.1879333333333333,-0.0033666666666666,0.0096406660979639,0.1126277268547071,-23.046384483563333,-0.4128564797516637,1,1,客户/订单,关于平安深圳视频监控系统三期后端共享平台通用设备项目预中标的提示性公告,3,3,业绩信号|其他|客户/订单,关于平安深圳视频监控系统三期后端共享平台通用设备项目预中标的提示性公告 || 2017年第一季度报告披露提示性公告 || 第四届监事会第十次会议的公告,3,3,业绩信号|其他|客户/订单,关于平安深圳视频监控系统三期后端共享平台通用设备项目预中标的提示性公告 || 2017年第一季度报告披露提示性公告 || 第四届监事会第十次会议的公告,9,4,业绩信号|其他|客户/订单|资本动作,关于平安深圳视频监控系统三期后端共享平台通用设备项目预中标的提示性公告 || 2017年第一季度报告披露提示性公告 || 第四届监事会第十次会议的公告,29,5,业绩信号|产品/技术创新|其他|客户/订单|资本动作,关于平安深圳视频监控系统三期后端共享平台通用设备项目预中标的提示性公告 || 2017年第一季度报告披露提示性公告 || 第四届监事会第十次会议的公告
300638|2021-09-29|资本动作,广和通,300638.SZ,300638,2021-09-29,2021-09-29,资本动作,复合资本动作,并购重组/资产交易|股东增减持/限售流通,research_report,收购锐凌无线剩余51%股权，深化车联网领域战略布局,收购锐凌无线剩余51%股权，深化车联网领域战略布局 || 上市公司并购重组财务顾问专业意见附表第2号——重大资产重组 || 上市公司并购重组财务顾问专业意见附表第3号——发行股份购买资产 || 关于本次重组相关主体不存在《关于加强与上市公司重大资产重组相关股票异常交易监管的暂行规定》第十三条规定情形的说明 || 关于本次交易符合《创业板上市公司持续监管办法(试行)》第十八条、第二十一条规定和《深圳证券交易所创业板上市公司重大资产重组审核规则》第七条、第九条规定的说明 || 《重组报告书独立财务顾问核查意见表》,ok,False,False,0.04066285714285714,0.0751044285714285,0.1150531428571428,0.1211464354641469,0.1671483622133156,12.889645296616518,19.74576239907222,4,4,产品/技术创新|其他|政策/行业|风险事件,华泰联合证券有限责任公司关于深圳市广和通无线股份有限公司本次交易产业政策和交易类型之独立财务顾问核查意见 || 华泰联合证券有限责任公司关于深圳市广和通无线股份有限公司发行股份及支付现金购买资产摊薄即期回报情况之独立财务顾问核查意见 || 深圳市锐凌无线技术有限公司备考合并财务报表及专项审计报告,5,5,产品/技术创新|其他|政策/行业|资本动作|风险事件,华泰联合证券有限责任公司关于深圳市广和通无线股份有限公司本次交易产业政策和交易类型之独立财务顾问核查意见 || 华泰联合证券有限责任公司关于深圳市广和通无线股份有限公司发行股份及支付现金购买资产摊薄即期回报情况之独立财务顾问核查意见 || 深圳市锐凌无线技术有限公司备考合并财务报表及专项审计报告,5,5,产品/技术创新|其他|政策/行业|资本动作|风险事件,华泰联合证券有限责任公司关于深圳市广和通无线股份有限公司本次交易产业政策和交易类型之独立财务顾问核查意见 || 华泰联合证券有限责任公司关于深圳市广和通无线股份有限公司发行股份及支付现金购买资产摊薄即期回报情况之独立财务顾问核查意见 || 深圳市锐凌无线技术有限公司备考合并财务报表及专项审计报告,18,6,业绩信号|产品/技术创新|其他|政策/行业|资本动作|风险事件,华泰联合证券有限责任公司关于深圳市广和通无线股份有限公司本次交易产业政策和交易类型之独立财务顾问核查意见 || 华泰联合证券有限责任公司关于深圳市广和通无线股份有限公司发行股份及支付现金购买资产摊薄即期回报情况之独立财务顾问核查意见 || 深圳市锐凌无线技术有限公司备考合并财务报表及专项审计报告,37,8,业绩信号|产品/技术创新|其他|客户/订单|政策/行业|管理层/投关信号|资本动作|风险事件,华泰联合证券有限责任公司关于深圳市广和通无线股份有限公司本次交易产业政策和交易类型之独立财务顾问核查意见 || 华泰联合证券有限责任公司关于深圳市广和通无线股份有限公司发行股份及支付现金购买资产摊薄即期回报情况之独立财务顾问核查意见 || 深圳市锐凌无线技术有限公司备考合并财务报表及专项审计报告
603236|2021-07-23|资本动作,移远通信,603236.SH,603236,2021-07-23,2021-07-23,资本动作,股东增减持/限售流通,股东增减持/限售流通,announcement,:关于部分高级管理人员增持公司股份的公告,:关于部分高级管理人员增持公司股份的公告,ok,False,False,-0.169379,0.0270921428571428,0.1168379999999999,-0.0062893081873395,0.087981952402425,5.761102109892002,24.8454192739536,0,0,,,0,0,,,0,0,,,2,2,其他|资本动作,:关于股东权益变动的提示性公告 || :关于5%以上股东增持超过1%的提示性公告,20,5,业绩信号|产品/技术创新|其他|政策/行业|资本动作,:关于股东权益变动的提示性公告 || :关于5%以上股东增持超过1%的提示性公告 || :招商证券股份有限公司关于上海移远通信技术股份有限公司使用部分闲置募集资金临时补充流动资金的核查意见
300098|2019-09-24|资本动作,高新兴,300098.SZ,300098,2019-09-24,2019-09-24,资本动作,复合资本动作,股权激励/员工持股|并购重组/资产交易,repurchase,回购 预案 金额=3208161.69,回购 预案 金额=3208161.69 || 关于回购注销部分股权激励对象所持已获授但尚未解锁的限制性股票的公告 || 广东广信君达律师事务所关于公司回购注销第三期限制性股票激励计划部分股份相关事宜之法律意见书 || 董事会关于本次交易相关主体不存在依据《关于加强与上市公司重大资产重组相关股票异常交易监管的暂行规定》第十三条不得参与任何上市公司重大资产重组的情形的说明 || 第四届董事会第五十一次会议决议的公告 || 创业板上市公司重大资产重组方案首次披露对照表,ok,False,False,-0.052019,-0.0619035999999999,-0.1358744,-0.146039603972727,-0.2574257425971828,-8.82250655356378,-19.36483151967812,2,2,其他|风险事件,交易对方关于所提供资料真实性、准确性、完整性的声明与承诺函 || 关于发行股份购买资产的一般风险提示性公告,3,3,其他|资本动作|风险事件,交易对方关于所提供资料真实性、准确性、完整性的声明与承诺函 || 关于发行股份购买资产的一般风险提示性公告 || 关于公司董事、高级管理人员减持股份的公告,3,3,其他|资本动作|风险事件,交易对方关于所提供资料真实性、准确性、完整性的声明与承诺函 || 关于发行股份购买资产的一般风险提示性公告 || 关于公司董事、高级管理人员减持股份的公告,8,4,业绩信号|其他|资本动作|风险事件,交易对方关于所提供资料真实性、准确性、完整性的声明与承诺函 || 关于发行股份购买资产的一般风险提示性公告 || 关于公司董事、高级管理人员减持股份的公告,22,7,业绩信号|其他|客户/订单|政策/行业|管理层/投关信号|资本动作|风险事件,交易对方关于所提供资料真实性、准确性、完整性的声明与承诺函 || 关于发行股份购买资产的一般风险提示性公告 || 关于公司董事、高级管理人员减持股份的公告
300590|2021-05-31|资本动作,移为通信,300590.SZ,300590,2021-05-31,2021-05-31,资本动作,股东增减持/限售流通,股东增减持/限售流通,announcement,关于公司持股5%以上股东股份减持计划的预披露公告,关于公司持股5%以上股东股份减持计划的预披露公告,ok,False,False,-0.10143000000000002,-0.109018,-0.1598204285714285,0.0075174825174824,0.0006993006993005,-6.041695752892802,-8.857128222178973,0,0,,,0,0,,,0,0,,,6,3,产品/技术创新|其他|资本动作,2021年第二次临时股东大会的法律意见书 || 回购 股东大会通过 金额= || 关于公司办公地址变更的公告,26,4,业绩信号|产品/技术创新|其他|资本动作,2021年第二次临时股东大会的法律意见书 || 回购 股东大会通过 金额= || 关于公司办公地址变更的公告
603236|2020-04-15|资本动作,移远通信,603236.SH,603236,2020-04-15,2020-04-15,资本动作,分红/权益分派,分红/权益分派,announcement,分红送转 cash_div=0.5 proc=实施,分红送转 cash_div=0.5 proc=实施 || 分红送转 cash_div=0.0 proc=股东大会通过 || 分红送转 cash_div=0.0 proc=预案,ok,False,False,0.07353057142857143,0.0704434285714285,0.266092,0.0949359213636928,0.3643772551947244,10.097919808704,38.143737921744005,4,4,业绩信号|产品/技术创新|其他|政策/行业,:移远通信:招商证券股份有限公司关于上海移远通信技术股份有限公司2019年度募集资金存放和使用情况的核查意见 || :移远通信关于公司2019年度利润分配及资本公积金转增股本方案的公告 || :移远通信2019年年度报告摘要,5,4,业绩信号|产品/技术创新|其他|政策/行业,:移远通信:招商证券股份有限公司关于上海移远通信技术股份有限公司2019年度募集资金存放和使用情况的核查意见 || :移远通信关于公司2019年度利润分配及资本公积金转增股本方案的公告 || :移远通信2019年年度报告摘要,5,4,业绩信号|产品/技术创新|其他|政策/行业,:移远通信:招商证券股份有限公司关于上海移远通信技术股份有限公司2019年度募集资金存放和使用情况的核查意见 || :移远通信关于公司2019年度利润分配及资本公积金转增股本方案的公告 || :移远通信2019年年度报告摘要,14,5,业绩信号|产品/技术创新|其他|政策/行业|资本动作,:移远通信:招商证券股份有限公司关于上海移远通信技术股份有限公司2019年度募集资金存放和使用情况的核查意见 || :移远通信关于公司2019年度利润分配及资本公积金转增股本方案的公告 || :移远通信2019年年度报告摘要,24,6,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作,:移远通信:招商证券股份有限公司关于上海移远通信技术股份有限公司2019年度募集资金存放和使用情况的核查意见 || :移远通信关于公司2019年度利润分配及资本公积金转增股本方案的公告 || :移远通信2019年年度报告摘要
300098|2017-09-04|资本动作,高新兴,300098.SZ,300098,2017-09-04,2017-09-04,资本动作,股东增减持/限售流通,股东增减持/限售流通,research_report,卓越推：高新兴,卓越推：高新兴,ok,False,False,0.12006666666666665,0.0552666666666666,-0.1533333333333333,0.0835866261304214,0.081306990853583,8.044910296105327,-22.32001650306667,0,0,,,0,0,,,0,0,,,9,4,业绩信号|其他|管理层/投关信号|资本动作,物联网全产业链深化布局，2017年H1归母净利润增长44.69% || 关于使用部分暂时闲置自有资金进行现金管理的实施公告 || 卓越推：高新兴,37,7,业绩信号|产品/技术创新|其他|客户/订单|政策/行业|管理层/投关信号|资本动作,物联网全产业链深化布局，2017年H1归母净利润增长44.69% || 关于使用部分暂时闲置自有资金进行现金管理的实施公告 || 卓越推：高新兴
688159|2024-04-30|资本动作,有方科技,688159.SH,688159,2024-04-30,2024-04-30,资本动作,复合资本动作,股权激励/员工持股|分红/权益分派,repurchase,回购 预案 金额=1512000.0,回购 预案 金额=1512000.0 || 德恒上海律师事务所关于深圳市有方科技股份有限公司2023年限制性股票激励计划回购注销及作废部分限制性股票事项的法律意见 || 关于2021年限制性股票激励计划第三个归属期不符合归属条件暨作废已授予但尚未归属的限制性股票的公告 || 关于回购注销部分限制性股票通知债权人的公告 || 关于回购注销2023年限制性股票激励计划部分第一类限制性股票的公告 || 分红送转 cash_div=0.0 proc=预案,ok,False,False,-0.032687714285714285,-0.0651172857142857,-0.1873465714285714,-0.0767524401713187,-0.1770186334992459,-2.704449570261908,-7.780873373825014,3,3,业绩信号|其他|风险事件,关于2023年度计提信用及资产减值准备的公告 || 关于2023年度募集资金存放与使用情况专项报告 || 2024年第一季度报告,5,4,业绩信号|其他|管理层/投关信号|风险事件,关于2023年度计提信用及资产减值准备的公告 || 关于2023年度募集资金存放与使用情况专项报告 || 2024年第一季度报告,5,4,业绩信号|其他|管理层/投关信号|风险事件,关于2023年度计提信用及资产减值准备的公告 || 关于2023年度募集资金存放与使用情况专项报告 || 2024年第一季度报告,14,5,业绩信号|其他|管理层/投关信号|资本动作|风险事件,关于2023年度计提信用及资产减值准备的公告 || 关于2023年度募集资金存放与使用情况专项报告 || 2024年第一季度报告,20,6,业绩信号|其他|客户/订单|管理层/投关信号|资本动作|风险事件,关于2023年度计提信用及资产减值准备的公告 || 关于2023年度募集资金存放与使用情况专项报告 || 2024年第一季度报告
300638|2020-04-10|资本动作,广和通,300638.SZ,300638,2020-04-10,2020-04-10,资本动作,定增/再融资,定增/再融资,forecast,略增 预计净利润4614-5575万,略增 预计净利润4614-5575万,ok,False,False,0.09653799999999998,0.0751542857142857,0.1336921428571428,0.0245560488299667,0.1964483907431153,7.269703948256915,12.932094151947403,2,2,业绩信号|其他,首次公开发行前已发行股份上市流通提示性公告 || 2020年第一季度业绩预告,7,5,业绩信号|产品/技术创新|其他|资本动作|风险事件,2019年年度报告 || 2019年度内部控制自我评价报告 || 关于浙江诺控通信技术有限公司2017年至2019年业绩承诺实现情况的说明,9,5,业绩信号|产品/技术创新|其他|资本动作|风险事件,首次公开发行前已发行股份上市流通提示性公告 || 2020年第一季度业绩预告 || 2019年年度报告,18,5,业绩信号|产品/技术创新|其他|资本动作|风险事件,2019年年度报告 || 2019年度内部控制自我评价报告 || 关于浙江诺控通信技术有限公司2017年至2019年业绩承诺实现情况的说明,35,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,2019年年度报告 || 2019年度内部控制自我评价报告 || 关于浙江诺控通信技术有限公司2017年至2019年业绩承诺实现情况的说明
300590|2021-06-28|资本动作,移为通信,300590.SZ,300590,2021-06-28,2021-06-28,资本动作,股权激励/员工持股,股权激励/员工持股,announcement,2021年限制性股票与股票期权激励计划首次授予激励对象名单,2021年限制性股票与股票期权激励计划首次授予激励对象名单 || 2021年限制性股票与股票期权激励计划(草案) || 2021年限制性股票与股票期权激励计划(草案)摘要 || 创业板上市公司股权激励计划自查表 || 独立董事关于股权激励公开征集委托投票权报告书 || 上海市锦天城律师事务所关于公司2021年限制性股票与股票期权激励计划(草案)之法律意见书,ok,False,False,0.0016042857142857143,0.0501674761904761,0.3957249761904761,0.0619791666666666,0.4479166666666667,2.7996861497307424,22.084143334946734,2,2,产品/技术创新|其他,关于召开公司2021年第三次临时股东大会的通知 || 关于理财产品到期赎回及继续使用自有资金进行现金管理的公告,2,2,产品/技术创新|其他,关于召开公司2021年第三次临时股东大会的通知 || 关于理财产品到期赎回及继续使用自有资金进行现金管理的公告,2,2,产品/技术创新|其他,关于召开公司2021年第三次临时股东大会的通知 || 关于理财产品到期赎回及继续使用自有资金进行现金管理的公告,15,4,业绩信号|产品/技术创新|其他|资本动作,关于召开公司2021年第三次临时股东大会的通知 || 关于理财产品到期赎回及继续使用自有资金进行现金管理的公告 || 监事会关于公司2021年限制性股票与股票期权激励计划首次授予激励对象名单的公示情况说明及核查意见,30,5,业绩信号|产品/技术创新|其他|政策/行业|资本动作,关于召开公司2021年第三次临时股东大会的通知 || 关于理财产品到期赎回及继续使用自有资金进行现金管理的公告 || 监事会关于公司2021年限制性股票与股票期权激励计划首次授予激励对象名单的公示情况说明及核查意见
300590|2024-10-09|资本动作,移为通信,300590.SZ,300590,2024-10-09,2024-10-09,资本动作,复合资本动作,股权激励/员工持股|股东增减持/限售流通,repurchase,回购 股东大会通过 金额=94723.56,回购 股东大会通过 金额=94723.56 || 回购 股东大会通过 金额=89794.1 || 关于回购注销部分限制性股票减资暨通知债权人的公告 || 关于公司持股5%以上股东股份减持计划的预披露公告,ok,False,False,-0.038131999999999985,-0.107409125,-0.209096875,-0.2327777777644747,-0.1916666666606198,-8.881422357922583,-17.28975690470194,3,2,产品/技术创新|其他,关于“质量回报双提升”行动方案的公告 || 关于理财产品到期赎回及继续使用闲置募集资金和自有资金进行现金管理的公告 || 2024年第二次临时股东大会决议公告,3,3,产品/技术创新|其他|资本动作,关于理财产品到期赎回及继续使用闲置募集资金和自有资金进行现金管理的公告 || 2024年第二次临时股东大会决议公告 || 关于2021年限制性股票与股票期权激励计划之股票期权第三个行权期采用自主行权模式的提示性公告,4,3,产品/技术创新|其他|资本动作,关于“质量回报双提升”行动方案的公告 || 关于理财产品到期赎回及继续使用闲置募集资金和自有资金进行现金管理的公告 || 2024年第二次临时股东大会决议公告,10,6,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作,关于理财产品到期赎回及继续使用闲置募集资金和自有资金进行现金管理的公告 || 2024年第二次临时股东大会决议公告 || 关于2021年限制性股票与股票期权激励计划之股票期权第三个行权期采用自主行权模式的提示性公告,17,6,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作,关于理财产品到期赎回及继续使用闲置募集资金和自有资金进行现金管理的公告 || 2024年第二次临时股东大会决议公告 || 关于2021年限制性股票与股票期权激励计划之股票期权第三个行权期采用自主行权模式的提示性公告
002970|2023-04-04|资本动作,锐明技术,002970.SZ,002970,2023-04-04,2023-04-04,资本动作,股份回购,股份回购,repurchase,回购 实施 金额=71342304.0,回购 实施 金额=71342304.0 || 关于回购公司股份的进展公告,ok,False,False,-0.06772685714285714,0.0614922857142857,0.2549735714285714,0.0925490196078433,0.1458823529411763,2.712669462154287,11.247899030528572,0,0,,,3,2,其他|资本动作,关于公司监事逝世的公告 || 回购 完成 金额=71342304.0 || 第三届监事会第十八次会议决议公告,3,2,其他|资本动作,关于公司监事逝世的公告 || 回购 完成 金额=71342304.0 || 第三届监事会第十八次会议决议公告,13,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,关于公司监事逝世的公告 || 回购 完成 金额=71342304.0 || 第三届监事会第十八次会议决议公告,25,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,关于公司监事逝世的公告 || 回购 完成 金额=71342304.0 || 第三届监事会第十八次会议决议公告
688159|2020-08-20|资本动作,有方科技,688159.SH,688159,2020-08-20,2020-08-20,资本动作,分红/权益分派,分红/权益分派,announcement,分红送转 cash_div=0.0 proc=预案,分红送转 cash_div=0.0 proc=预案,ok,False,False,-0.08467542857142858,-0.1625497142857143,-0.061732,-0.1338367945961464,-0.1088735053291164,-7.104010175391281,-2.69791157784764,2,2,业绩信号|其他,不确定 不确定 || :有方科技关于变更保荐代表人的公告,3,2,业绩信号|其他,不确定 不确定 || :有方科技关于变更保荐代表人的公告 || :有方科技关于对外投资进展的公告,3,2,业绩信号|其他,不确定 不确定 || :有方科技关于变更保荐代表人的公告 || :有方科技关于对外投资进展的公告,6,3,业绩信号|其他|管理层/投关信号,不确定 不确定 || :有方科技关于变更保荐代表人的公告 || :有方科技关于对外投资进展的公告,13,5,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号,不确定 不确定 || :有方科技关于变更保荐代表人的公告 || :有方科技关于对外投资进展的公告
002881|2019-08-22|资本动作,美格智能,002881.SZ,002881,2019-08-22,2019-08-22,资本动作,分红/权益分派,分红/权益分派,announcement,分红送转 cash_div=0.0 proc=预案,分红送转 cash_div=0.0 proc=预案,ok,False,False,0.0011298000000000037,-0.196038,-0.3173964,-0.1883610451306412,-0.1807600950118764,-14.966269985322,-24.2312215732116,3,3,业绩信号|其他|政策/行业,2019年半年度报告 || 2019年半年度募集资金存放与使用情况专项报告 || 关于会计政策变更的公告,3,3,业绩信号|其他|政策/行业,2019年半年度报告 || 2019年半年度募集资金存放与使用情况专项报告 || 关于会计政策变更的公告,3,3,业绩信号|其他|政策/行业,2019年半年度报告 || 2019年半年度募集资金存放与使用情况专项报告 || 关于会计政策变更的公告,5,4,业绩信号|其他|政策/行业|资本动作,2019年半年度报告 || 2019年半年度募集资金存放与使用情况专项报告 || 关于会计政策变更的公告,9,4,业绩信号|其他|政策/行业|资本动作,2019年半年度报告 || 2019年半年度募集资金存放与使用情况专项报告 || 关于会计政策变更的公告
300590|2019-10-28|资本动作,移为通信,300590.SZ,300590,2019-10-28,2019-10-28,资本动作,复合资本动作,股权激励/员工持股|股东增减持/限售流通,announcement,关于公司2018年限制性股票激励计划第一个解除限售期解除限售股份上市流通的提示性公告,关于公司2018年限制性股票激励计划第一个解除限售期解除限售股份上市流通的提示性公告,ok,False,False,0.0815818,0.097311,0.1975739999999999,0.0512820512820513,0.0948717948717947,4.90300305768,9.954742281119998,5,4,业绩信号|产品/技术创新|其他|政策/行业,打入全球的中国品牌，物联网终端领先企业 || 第二届董事会第二十次会议决议公告 || 2019年第三季度报告披露提示性公告,4,4,业绩信号|产品/技术创新|其他|政策/行业,第二届董事会第二十次会议决议公告 || 2019年第三季度报告披露提示性公告 || 收入保持高增长，高毛利稳中向好，龙头优势将继续保持,5,4,业绩信号|产品/技术创新|其他|政策/行业,打入全球的中国品牌，物联网终端领先企业 || 第二届董事会第二十次会议决议公告 || 2019年第三季度报告披露提示性公告,8,5,业绩信号|产品/技术创新|其他|政策/行业|资本动作,第二届董事会第二十次会议决议公告 || 2019年第三季度报告披露提示性公告 || 收入保持高增长，高毛利稳中向好，龙头优势将继续保持,17,6,业绩信号|产品/技术创新|其他|客户/订单|政策/行业|资本动作,第二届董事会第二十次会议决议公告 || 2019年第三季度报告披露提示性公告 || 收入保持高增长，高毛利稳中向好，龙头优势将继续保持
300590|2024-04-22|资本动作,移为通信,300590.SZ,300590,2024-04-22,2024-04-22,资本动作,分红/权益分派,分红/权益分派,announcement,分红送转 cash_div=0.0 proc=预案,分红送转 cash_div=0.0 proc=预案 || 分红送转 cash_div=0.0 proc=股东大会通过 || 关于收到全资子公司现金分红款的公告 || 分红送转 cash_div=0.15 proc=实施,ok,False,False,-0.050686,-0.1413125714285714,-0.191572,-0.0065897856888064,-0.0947281712514672,-7.871063418782144,-10.670496941775005,5,5,业绩信号|产品/技术创新|其他|管理层/投关信号|风险事件,上海移为通信技术股份有限公司非经营性资金占用及其他关联资金往来情况的专项报告 || 2024年一季度报告 || 董事会决议公告,8,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,上海移为通信技术股份有限公司非经营性资金占用及其他关联资金往来情况的专项报告 || 2024年一季度报告 || 董事会决议公告,8,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,上海移为通信技术股份有限公司非经营性资金占用及其他关联资金往来情况的专项报告 || 2024年一季度报告 || 董事会决议公告,11,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,上海移为通信技术股份有限公司非经营性资金占用及其他关联资金往来情况的专项报告 || 2024年一季度报告 || 董事会决议公告,19,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,上海移为通信技术股份有限公司非经营性资金占用及其他关联资金往来情况的专项报告 || 2024年一季度报告 || 董事会决议公告
300590|2021-07-31|资本动作,移为通信,300590.SZ,300590,2021-07-31,2021-08-02,资本动作,复合资本动作,股权激励/员工持股|股东增减持/限售流通,announcement,关于公司2018年股权激励计划剩余未解除限售的限制性股票回购注销完成的公告,关于公司2018年股权激励计划剩余未解除限售的限制性股票回购注销完成的公告 || 回购 完成 金额=4899532.05,ok,False,False,-0.117056,-0.0727684285714285,-0.0807155714285714,-0.0456055710366748,-0.0815086485323733,-6.051272649055252,-6.712140681437706,1,1,其他,第三届董事会第十一次会议决议公告,1,1,其他,第三届董事会第十一次会议决议公告,1,1,其他,第三届董事会第十一次会议决议公告,5,2,其他|资本动作,第三届董事会第十一次会议决议公告 || 向特定对象发行股票并在创业板上市发行情况报告书 || 上海市锦天城律师事务所关于公司创业板向特定对象发行A股股票发行过程及认购对象合规性的法律意见书,22,5,业绩信号|产品/技术创新|其他|政策/行业|资本动作,第三届董事会第十一次会议决议公告 || 向特定对象发行股票并在创业板上市发行情况报告书 || 上海市锦天城律师事务所关于公司创业板向特定对象发行A股股票发行过程及认购对象合规性的法律意见书
300098|2015-01-20|资本动作,高新兴,300098.SZ,300098,2015-01-20,2015-01-20,资本动作,股权质押/解押,股权质押/解押,announcement,关于控股股东进行质押式回购交易的公告,关于控股股东进行质押式回购交易的公告,ok,False,False,0.0762,0.0052,0.3882,0.0872115760657019,0.774579585409074,0.2439759095280002,18.213740015148,0,0,,,0,0,,,0,0,,,54,8,业绩信号|产品/技术创新|其他|客户/订单|政策/行业|管理层/投关信号|资本动作|风险事件,预增 预计净利润13300-14000万 || 关于更换保荐代表人的公告 || 易方达资产高新兴1号资产管理计划资产管理合同,89,8,业绩信号|产品/技术创新|其他|客户/订单|政策/行业|管理层/投关信号|资本动作|风险事件,预增 预计净利润13300-14000万 || 关于更换保荐代表人的公告 || 易方达资产高新兴1号资产管理计划资产管理合同
300638|2017-06-15|资本动作,广和通,300638.SZ,300638,2017-06-15,2017-06-15,资本动作,股权质押/解押,股权质押/解押,announcement,关于持股5%以上的股东进行股票质押式回购交易的公告,关于持股5%以上的股东进行股票质押式回购交易的公告,ok,False,False,-3.333333333333053e-05,-0.1269666666666666,-0.3857999999999998,0.0149790293588976,0.0248651887357698,-3.390517866666666,-10.302403199999995,0,0,,,0,0,,,0,0,,,4,3,业绩信号|产品/技术创新|其他,关于2017年度日常关联交易预计的公告 || 关于召开2017年第三次临时股东大会提示性公告 || 关于取得发明专利证书的公告(2017/7/13),19,5,业绩信号|产品/技术创新|其他|政策/行业|资本动作,关于2017年度日常关联交易预计的公告 || 关于召开2017年第三次临时股东大会提示性公告 || 关于取得发明专利证书的公告(2017/7/13)
