analysis_group_id,event_date,split,split_reason,has_main_label,is_default_training_candidate,is_clean_p0_p20,default_model_scope
300098|2016-11-25|资本动作,2016-11-25,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2016-12-02|资本动作,2016-12-02,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2016-11-17|资本动作,2016-11-17,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2016-12-17|资本动作,2016-12-17,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2017-01-21|其他,2017-01-21,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2016-11-17|其他,2016-11-17,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2016-12-13|其他,2016-12-13,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2016-11-24|其他,2016-11-24,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2017-01-12|其他,2017-01-12,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300638|2019-02-23|其他,2019-02-23,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
603236|2023-04-25|其他,2023-04-25,valid,事件日在 2023 年,1,1,0,audit_or_aux
300590|2026-04-23|资本动作,2026-04-23,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
002313|2022-05-11|其他,2022-05-11,train,事件日不晚于 2022-12-31,1,0,0,audit_or_aux
300638|2017-04-26|其他,2017-04-26,train,事件日不晚于 2022-12-31,1,0,0,audit_or_aux
002313|2022-04-29|业绩信号,2022-04-29,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2017-04-14|其他,2017-04-14,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2017-01-14|其他,2017-01-14,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2017-01-18|其他,2017-01-18,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2017-01-13|其他,2017-01-13,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2016-12-08|其他,2016-12-08,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2016-12-01|其他,2016-12-01,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2017-01-06|其他,2017-01-06,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2017-01-04|资本动作,2017-01-04,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
002970|2021-10-15|资本动作,2021-10-15,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300590|2020-11-06|其他,2020-11-06,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
603236|2023-04-27|管理层/投关信号,2023-04-27,valid,事件日在 2023 年,1,1,0,audit_or_aux
688159|2026-04-30|资本动作,2026-04-30,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
300098|2017-01-10|政策/行业,2017-01-10,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2017-04-19|资本动作,2017-04-19,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
688159|2025-04-30|资本动作,2025-04-30,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
300590|2026-04-23|产品/技术创新,2026-04-23,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
603236|2023-04-25|产品/技术创新,2023-04-25,valid,事件日在 2023 年,1,1,0,audit_or_aux
603236|2023-04-25|资本动作,2023-04-25,valid,事件日在 2023 年,1,1,0,audit_or_aux
603236|2023-04-25|业绩信号,2023-04-25,valid,事件日在 2023 年,1,1,0,audit_or_aux
002313|2016-07-07|其他,2016-07-07,train,事件日不晚于 2022-12-31,1,0,0,audit_or_aux
002313|2024-02-06|其他,2024-02-06,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
002881|2022-10-18|业绩信号,2022-10-18,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300590|2026-04-23|政策/行业,2026-04-23,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
002970|2021-04-15|业绩信号,2021-04-15,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
002970|2020-10-23|其他,2020-10-23,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
002313|2013-05-24|管理层/投关信号,2013-05-24,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300590|2024-04-08|业绩信号,2024-04-08,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
300590|2026-04-23|管理层/投关信号,2026-04-23,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
300590|2026-04-23|风险事件,2026-04-23,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
603236|2021-02-01|资本动作,2021-02-01,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
603236|2021-01-26|资本动作,2021-01-26,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
688159|2026-04-30|其他,2026-04-30,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
300638|2025-11-29|其他,2025-11-29,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
002970|2020-10-23|业绩信号,2020-10-23,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
002970|2020-01-18|其他,2020-01-18,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
603236|2023-04-27|政策/行业,2023-04-27,valid,事件日在 2023 年,1,1,0,audit_or_aux
300098|2015-01-31|业绩信号,2015-01-31,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2017-04-19|其他,2017-04-19,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
002881|2017-07-05|其他,2017-07-05,train,事件日不晚于 2022-12-31,1,0,0,audit_or_aux
688159|2026-04-30|业绩信号,2026-04-30,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
300590|2019-07-15|政策/行业,2019-07-15,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300638|2017-06-23|其他,2017-06-23,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2015-07-10|其他,2015-07-10,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
002881|2025-02-13|其他,2025-02-13,test,事件日不早于 2024-01-01,1,0,0,audit_or_aux
300098|2015-07-09|资本动作,2015-07-09,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2015-07-18|客户/订单,2015-07-18,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
603236|2021-01-31|业绩信号,2021-01-31,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
603236|2023-04-25|政策/行业,2023-04-25,valid,事件日在 2023 年,1,1,0,audit_or_aux
688159|2025-04-30|其他,2025-04-30,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
300098|2020-02-26|其他,2020-02-26,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
603236|2022-07-14|业绩信号,2022-07-14,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2015-07-15|其他,2015-07-15,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2015-07-08|其他,2015-07-08,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2015-07-09|其他,2015-07-09,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2015-07-18|其他,2015-07-18,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
603236|2021-01-31|政策/行业,2021-01-31,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
002881|2021-10-11|业绩信号,2021-10-11,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
603236|2019-08-29|其他,2019-08-29,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300590|2017-09-25|资本动作,2017-09-25,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
301608|2025-02-28|其他,2025-02-28,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
300590|2020-11-04|其他,2020-11-04,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
301608|2025-08-29|管理层/投关信号,2025-08-29,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
002970|2023-04-26|资本动作,2023-04-26,valid,事件日在 2023 年,1,1,0,audit_or_aux
300590|2017-04-08|业绩信号,2017-04-08,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300590|2017-04-07|资本动作,2017-04-07,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
002970|2020-01-02|其他,2020-01-02,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
688159|2025-04-30|业绩信号,2025-04-30,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
300638|2021-07-13|资本动作,2021-07-13,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2023-10-11|管理层/投关信号,2023-10-11,valid,事件日在 2023 年,1,1,0,audit_or_aux
300098|2017-04-19|业绩信号,2017-04-19,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2012-09-05|其他,2012-09-05,train,事件日不晚于 2022-12-31,1,0,0,audit_or_aux
688159|2026-01-31|风险事件,2026-01-31,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
300098|2012-09-14|其他,2012-09-14,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2012-09-13|其他,2012-09-13,train,事件日不晚于 2022-12-31,1,0,0,audit_or_aux
002313|2019-07-15|业绩信号,2019-07-15,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300638|2025-11-29|管理层/投关信号,2025-11-29,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
002313|2025-08-07|其他,2025-08-07,test,事件日不早于 2024-01-01,1,0,0,audit_or_aux
002970|2026-01-28|产品/技术创新,2026-01-28,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
300590|2017-09-25|其他,2017-09-25,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300098|2024-06-18|其他,2024-06-18,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
300098|2017-04-19|产品/技术创新,2017-04-19,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
002313|2015-07-30|管理层/投关信号,2015-07-30,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
603236|2019-08-29|业绩信号,2019-08-29,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300590|2017-10-13|业绩信号,2017-10-13,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
300590|2017-07-13|业绩信号,2017-07-13,train,事件日不晚于 2022-12-31,1,1,0,audit_or_aux
002970|2026-01-28|管理层/投关信号,2026-01-28,test,事件日不早于 2024-01-01,1,1,0,audit_or_aux
